id,unit_name,gender,race,appointed_date,resigned_time
3,002,M,White,1961,1984
3,002,M,White,1966,1989
3,002,M,Black,1954,1988
3,002,M,Black,1977,1980
3,002,M,White,1954,1980
3,002,M,Black,1962,1993
3,002,M,Black,1977,1996
3,002,M,Black,1982,1991
3,002,M,White,1953,1987
3,002,M,Black,1952,1987
3,002,M,Black,1970,1995
3,002,M,Black,1966,1996
3,002,M,Black,1972,2003
3,002,M,White,1985,2014
3,002,M,Black,1976,2010
3,002,M,White,1978,2011
3,002,M,Black,1970,2000
3,002,M,White,1972,2000
3,002,M,White,1973,2002
3,002,M,White,1973,2008
3,002,M,White,1956,1997
3,002,M,White,1976,2005
3,002,M,White,1954,1984
3,002,M,White,1953,1987
3,002,M,Black,1990,2017
3,002,M,Black,1993,2015
3,002,M,Black,1981,2009
3,002,M,Black,2000,2011
3,002,M,Black,1991,2006
3,002,M,Black,1993,2013
3,002,M,Black,1998,2017
3,002,M,White,1948,1981
3,002,M,Black,1954,1982
3,002,M,Black,1957,1984
3,002,M,Black,1961,1986
3,002,M,White,1973,1991
3,002,M,Black,1985,1991
3,002,M,Black,1980,1985
3,002,M,Black,1991,1996
3,002,M,Black,1968,2002
3,002,M,Black,1990,2012
3,002,M,White,2001,2015
3,002,F,Black,1981,2006
3,002,F,Black,1989,2015
3,002,F,Black,1990,2014
3,002,F,Black,1994,2014
3,002,F,Black,2000,2009
3,002,M,Black,1987,2015
3,002,M,Hispanic,1977,1990
3,002,M,Black,1985,1992
3,002,M,Black,1985,1993
3,002,M,Black,1993,2014
3,002,F,Black,1991,2016
3,002,M,Black,1962,2000
3,002,M,Black,1995,2014
3,002,M,Black,1973,2004
3,002,M,Black,1976,2000
3,002,M,Black,1988,1994
3,002,M,Black,1994,2014
3,002,M,Black,1980,2006
3,002,M,Black,1991,2014
3,002,F,Black,1990,2015
3,002,M,Black,1996,2017
3,002,M,Black,1994,2016
3,002,M,White,1981,2009
3,002,F,Black,1994,2014
3,002,F,Black,1986,2015
3,002,M,Black,1997,2013
3,002,M,Black,1982,2009
3,002,F,Black,1990,2013
3,002,M,Black,1990,1994
3,002,M,White,1982,1991
3,002,M,Black,1986,2011
3,002,M,Black,1994,2017
3,002,M,White,1967,1990
3,002,M,Black,1980,1985
3,002,M,Black,1969,1988
3,002,M,Black,1986,1993
3,002,M,Black,1968,1993
3,002,M,Black,1986,1994
3,002,M,Black,1982,1996
3,002,M,Black,1972,2006
3,002,M,White,1994,2007
3,002,M,Black,1990,2008
3,002,F,Black,1989,2010
3,002,M,White,1995,2012
3,002,M,Black,1986,2012
3,002,M,Black,1978,2013
3,002,F,White,1986,2013
3,002,M,Black,1991,2013
3,002,F,Hispanic,1991,2015
3,002,M,Black,1988,2016
3,002,M,Black,1989,2016
3,002,F,Black,1998,2016
3,002,M,Black,1990,2017
3,002,F,Black,1991,2017
3,002,M,Black,1987,2017
3,002,M,White,1996,
3,002,M,Black,1977,2007
3,002,M,Black,1962,1993
3,002,M,White,1986,1989
3,002,F,Black,2000,2011
3,002,F,Black,2006,
3,002,M,Black,1991,2017
3,002,M,White,1985,2016
3,002,M,Asian/Pacific,2003,2011
3,002,M,Black,1987,2007
3,002,M,Black,1957,1986
3,002,M,White,1955,1981
3,002,M,Black,1955,1983
3,002,M,White,1954,1983
3,002,M,White,1953,1985
3,002,M,Black,1982,2011
3,002,M,Black,1982,2011
3,002,M,Black,1977,2012
3,002,F,Black,1991,2013
3,002,M,White,2005,2014
3,002,M,Black,1998,2012
3,002,M,Black,1992,2015
3,002,M,Black,1990,2008
3,002,M,Black,1999,2014
3,002,M,Black,1995,2009
3,002,M,Black,1990,2016
3,002,M,Black,1997,2012
3,002,M,Black,1992,2015
