id,unit_name,gender,race,appointed_date,resigned_time
6,005,M,White,1953,1991
6,005,M,White,1954,1986
6,005,M,Black,1961,1990
6,005,M,White,1976,1993
6,005,M,White,1971,2002
6,005,M,White,1966,1996
6,005,M,Black,1965,2000
6,005,M,Black,1965,2003
6,005,M,White,1986,2012
6,005,M,White,1964,1990
6,005,M,Black,1973,1999
6,005,M,Black,1969,1996
6,005,M,White,1982,2011
6,005,M,Black,1986,2013
6,005,M,Hispanic,1978,2011
6,005,F,White,1986,2016
6,005,F,White,1986,2014
6,005,M,White,1977,2005
6,005,M,White,1972,2005
6,005,M,Black,1968,1998
6,005,F,Black,1990,2016
6,005,M,White,1964,1995
6,005,M,White,1982,2012
6,005,M,Black,1961,1994
6,005,M,Hispanic,1956,1987
6,005,M,White,1952,1986
6,005,F,Black,1978,1999
6,005,M,White,1993,2017
6,005,M,White,1960,1981
6,005,M,White,1954,1987
6,005,M,Black,1955,1986
6,005,M,White,1960,1986
6,005,M,White,1971,2009
6,005,F,Black,1991,2013
6,005,M,Black,2001,2010
6,005,M,White,1970,1992
6,005,F,Black,1990,2009
6,005,M,Black,1998,2009
6,005,F,Black,1988,2014
6,005,M,Black,1986,2016
6,005,M,Black,1973,2005
6,005,M,Black,1995,2017
6,005,M,Black,1966,1998
6,005,M,White,1976,1998
6,005,F,Black,1982,2005
6,005,F,Black,1993,2014
6,005,M,White,1970,2012
6,005,F,Black,2000,2017
6,005,M,Black,1988,2014
6,005,F,Black,1990,2015
6,005,M,Black,1981,1990
6,005,M,Black,1968,1998
6,005,F,Black,1999,2010
6,005,M,White,2004,2011
6,005,F,Black,2002,2011
6,005,F,Black,1982,2012
6,005,M,White,1987,2013
6,005,M,Black,1988,2015
6,005,M,Hispanic,2000,2011
6,005,M,Black,1961,2000
6,005,M,White,1970,2006
6,005,M,White,2012,2016
6,005,M,White,2002,2011
6,005,M,Black,2003,2010
6,005,M,White,1955,1987
6,005,M,Hispanic,2006,2014
6,005,F,Black,2002,2011
6,005,M,Black,1986,2012
6,005,M,Black,1990,2005
6,005,F,Black,1991,2016
6,005,F,Black,1991,2014
6,005,M,Black,1993,2015
6,005,M,White,2004,2010
6,005,F,Black,1997,2016
6,005,F,White,1991,2011
6,005,M,Black,1994,2012
6,005,F,Black,1989,2015
6,005,M,White,2006,2017
6,005,M,Black,1994,2017
6,005,M,Black,1977,2007
6,005,M,White,1956,1989
6,005,M,White,1995,2013
6,005,F,White,1991,2017
6,005,M,White,2001,2012
6,005,M,White,2003,2014
6,005,M,Black,2004,2016
6,005,M,Hispanic,2002,2009
6,005,M,Black,1994,2011
6,005,F,Black,1990,2010
6,005,M,Hispanic,2004,2010
6,005,M,White,2002,2005
6,005,M,White,2012,2016
6,005,M,White,2014,2016
6,005,M,Black,1968,2000
6,005,M,Black,1986,1990
6,005,M,White,1954,1986
6,005,M,Black,1976,1995
6,005,M,White,1982,2011
6,005,M,Black,1999,2017
6,005,F,Black,1987,2007
6,005,F,Black,1980,2002
6,005,M,Black,1990,1994
6,005,M,Black,1982,1992
6,005,M,Black,1969,1996
6,005,F,Black,1986,2004
6,005,F,White,1978,2001
6,005,M,Black,1970,2005
6,005,F,Black,1986,1992
6,005,M,Black,1961,1991
6,005,F,Black,1991,2017
6,005,M,White,1966,2006
6,005,F,Black,1999,2007
6,005,M,Black,1971,1984
6,005,M,White,1976,1985
6,005,M,Black,1982,2010
6,005,M,White,1973,2003
6,005,M,Black,1994,2007
6,005,F,Black,1981,1995
6,005,M,Black,1976,1992
6,005,M,Black,1957,1987
6,005,F,Black,1992,2009
6,005,M,Black,1980,1994
6,005,M,Black,1971,2001
6,005,M,White,1970,1997
6,005,M,Black,1957,1990
6,005,M,White,1986,1987
6,005,M,White,1986,1990
