id,is_male,is_white,is_police_officer,age,resignation_date,complaint_risk,civilian_allegation_risk,current_salary,major_award_count,in_district,in_district_total_population,in_district_black_proportion,in_district_allegation_count,in_district_police_population,in_district_misconduct_rate,in_district_police_white,in_district_police_female
16396,1,1,1,66,,1,2,90618,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
12197,0,0,1,54,,1,1,96060,1,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
8815,1,0,1,40,,0,0,80016,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
984,1,0,1,47,,1,2,87006,1,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
5132,1,1,1,49,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
29791,1,0,1,56,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
13308,1,1,1,57,,1,1,87006,1,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
352,1,0,1,41,,1,2,87006,1,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
14943,1,1,1,43,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
14455,1,1,1,53,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
22377,1,1,1,53,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
28954,1,1,1,74,,1,1,74976,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
13865,1,0,1,38,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
8995,0,0,1,46,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
9897,1,1,1,51,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
12082,1,0,1,53,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
30234,0,0,1,37,,1,1,84054,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
15251,1,1,1,44,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
15881,1,0,1,53,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21313,1,1,1,60,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
22255,1,0,1,48,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
16714,1,0,1,41,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
31427,1,1,0,53,,1,1,107988,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
1171,1,1,1,63,,1,1,96060,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
47,1,0,1,48,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
22422,1,0,1,59,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
3299,1,0,1,65,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
7733,0,1,1,51,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
18252,1,1,1,57,,1,1,86520,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
9413,1,1,1,50,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
11424,1,1,1,52,,1,2,86142,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
5170,1,1,1,46,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
5360,1,1,1,45,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
29361,0,0,1,45,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
13537,1,1,1,31,,0,0,76266,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
12193,1,0,1,60,,1,1,83706,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
16849,0,1,1,31,,0,0,76266,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
31380,1,1,0,48,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
14529,1,1,0,49,,1,1,107988,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
27026,1,0,1,58,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
13228,0,0,1,61,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
28145,1,0,1,62,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
29618,1,0,1,53,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
10948,0,0,0,53,,1,1,107988,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
22211,0,0,1,53,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
11053,1,0,1,45,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
16891,1,1,1,57,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
23331,1,1,1,41,,1,2,86142,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
16371,1,1,1,40,,1,1,84054,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
16958,1,0,1,67,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
26456,1,1,1,51,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
13360,1,1,1,47,,1,1,84054,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
18743,1,1,1,56,,1,1,96060,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
29081,1,1,1,43,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
17803,1,1,1,38,,1,0,80016,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
30748,0,0,1,49,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
16268,0,1,1,48,,0,0,84054,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
23416,0,1,1,54,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
8399,0,1,0,45,,1,1,101442,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
28186,0,1,1,46,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
30055,0,1,1,54,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
20187,1,1,1,59,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
23536,0,1,1,52,,1,1,92430,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21434,1,0,1,49,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
30309,0,1,1,54,,1,1,93354,1,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
9554,0,1,1,49,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
22957,1,1,1,59,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
24282,1,0,1,47,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
25434,1,0,1,51,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
7882,0,1,1,49,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
24536,1,0,1,43,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
4214,1,0,1,49,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21911,1,1,1,55,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
17405,1,1,1,57,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
4551,1,0,1,42,,1,1,80016,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
31541,0,0,1,45,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
3471,1,1,0,66,,1,1,162684,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
1785,1,0,1,51,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21431,1,1,1,58,,1,2,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
7918,1,1,1,62,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
13160,0,1,1,59,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
27575,1,1,0,53,,1,1,121464,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
9553,1,0,1,45,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
4094,1,0,1,43,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
27918,1,1,0,49,,1,1,107988,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
18336,1,1,1,52,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
24031,0,0,1,50,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
16234,1,1,1,54,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
29194,1,1,0,39,,1,1,98184,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
6136,1,1,1,49,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
28362,1,0,1,63,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
30244,1,0,1,46,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
9711,0,0,1,60,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
24037,1,0,1,58,,1,1,89130,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
20330,0,1,0,64,,1,2,111474,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
10945,1,1,1,50,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
27886,1,1,0,49,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
23557,1,0,1,58,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21131,0,1,1,59,,0,1,96060,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
2696,1,1,0,50,,1,1,107988,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
4658,0,0,1,49,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
24058,1,0,1,43,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
10246,0,0,1,54,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
31428,0,1,1,48,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
11052,1,0,0,54,,1,1,107988,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
20325,0,0,1,53,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
31264,1,1,1,56,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
30498,1,1,0,50,,1,1,107988,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
6649,1,0,1,47,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
2991,1,1,0,50,,1,2,91338,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
310,0,1,1,51,,1,1,84450,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
28751,1,0,1,51,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21774,1,1,0,46,,1,2,117894,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
22254,1,0,0,41,,1,1,101442,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
26596,1,1,0,40,,1,1,101442,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
11401,1,1,1,44,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
17485,1,0,1,49,,1,1,89130,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
24171,1,1,1,46,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
31947,0,0,0,44,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
31577,0,1,1,45,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
5428,0,1,1,58,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
19549,1,0,1,50,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
32210,1,1,1,46,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
19481,1,1,1,45,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
11270,1,0,0,55,,1,1,117894,2,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21563,1,1,0,59,,1,1,125190,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
20035,1,1,1,44,,1,2,84054,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21433,0,0,1,48,,1,1,87006,1,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
29540,1,1,1,43,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
24560,1,0,1,44,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
28438,1,0,1,51,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
25458,1,1,1,48,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21060,0,1,1,54,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
4333,1,0,1,56,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
12047,1,0,0,45,,1,2,94524,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
3352,1,1,0,48,,1,1,94524,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
11328,1,1,1,34,,0,0,76266,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
303,1,0,0,46,,1,1,80016,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
16517,1,0,1,52,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
11187,1,1,0,42,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
3629,0,1,1,43,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
6846,1,0,1,61,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
22466,1,1,1,53,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
29031,1,0,1,51,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
27097,1,0,1,49,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
28782,1,0,1,51,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
32010,1,1,1,46,,1,1,107790,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
1557,1,1,1,50,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
1278,1,1,1,45,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
30407,1,1,1,48,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
22815,0,0,1,54,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
5957,1,1,0,45,,1,1,88296,2,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
12396,1,1,1,52,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
19397,1,0,1,54,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
3957,1,0,1,57,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
23548,0,0,0,47,,0,0,88296,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
25280,0,0,1,47,,0,0,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
4042,1,1,1,49,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
9368,0,0,1,53,,1,1,91338,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
26025,1,1,1,53,,1,2,93354,2,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
23729,1,1,0,49,,1,1,88296,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
29200,1,1,1,55,,1,2,89130,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21808,1,1,1,67,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
18817,1,0,1,60,,1,1,86520,1,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
8985,1,0,1,53,,1,1,96060,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
15534,1,1,0,42,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
17578,1,0,1,52,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
2985,1,1,1,67,,1,1,96060,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
1371,1,1,1,50,,1,2,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
26399,1,1,1,37,,0,0,72510,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
5216,1,1,0,60,,1,1,125190,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
23774,1,0,0,53,,1,1,117894,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
15791,0,1,0,54,,1,1,117894,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
18364,1,1,0,56,,1,0,125190,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
5409,1,0,1,43,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
7020,1,0,1,47,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
8620,1,1,1,47,,1,2,90024,1,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
17538,0,1,1,44,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21677,1,1,1,45,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
18981,1,1,1,53,,0,0,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
20977,0,1,1,70,,1,1,86130,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
17625,1,0,1,50,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
23376,0,1,1,64,,1,2,96060,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
9103,1,1,1,52,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
26483,0,1,1,55,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
7107,0,0,1,35,,1,1,76266,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
25298,0,1,1,51,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
11025,1,1,1,42,,1,1,76266,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
31158,1,1,1,58,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
10247,1,0,1,53,,1,1,93354,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
8078,0,1,1,49,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
21418,1,0,1,46,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
22661,0,0,1,53,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
9552,1,0,1,72,,1,1,80724,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
4830,1,0,1,57,,1,1,96060,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
23378,0,0,1,58,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
24841,1,1,1,52,,1,2,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
27609,0,0,1,47,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
12499,0,1,0,49,,1,2,91338,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
17855,1,1,1,50,,1,1,90024,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
25281,0,0,1,45,,1,2,84054,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
4667,1,0,1,54,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
8492,1,0,1,41,,1,1,87006,2,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
10213,1,1,0,52,,1,1,87006,0,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
19788,1,0,1,50,,1,1,87006,1,19,127869,0.1802,9985,793,0.0985,0.6759,0.2018
8027,1,0,1,34,,0,0,80016,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
14445,1,1,1,37,,0,0,84054,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
21630,1,0,1,56,,0,0,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
20283,0,0,1,49,,1,1,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
20950,1,1,1,52,,1,2,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
12954,1,0,1,51,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
28648,1,1,1,59,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
1434,0,1,1,45,,1,2,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
25256,1,0,1,68,,1,1,86130,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
22969,1,1,1,60,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
21711,1,1,1,59,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
20706,1,1,1,51,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
6318,1,0,1,57,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
15668,1,0,1,59,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
6991,1,0,1,57,,1,2,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
4167,1,1,1,47,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
3771,1,0,1,57,,1,1,96060,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
18972,1,1,1,43,,1,1,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
4234,1,1,1,55,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
31052,1,1,1,55,,1,2,92430,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
9993,1,1,1,48,,1,1,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
7318,1,1,1,55,,1,1,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
25983,1,1,0,45,,1,2,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
29372,1,0,1,59,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
29033,1,1,1,63,,1,2,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
10496,1,1,1,51,,1,1,89130,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
23415,1,0,1,53,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
25963,1,1,1,60,,1,2,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
18047,1,0,1,55,,1,2,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
29664,1,1,0,50,,1,1,84054,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
24082,1,0,1,49,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
21465,1,1,1,50,,1,1,83616,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
17161,1,1,1,50,,1,2,86520,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
10036,1,0,1,52,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
3373,1,1,1,44,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
5420,1,0,1,50,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
32214,0,0,1,43,,1,2,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
32298,1,1,1,45,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
28753,1,0,1,48,,1,2,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
20483,0,0,1,51,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
10989,0,1,1,51,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
6317,1,0,1,56,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
4277,1,0,1,51,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
2509,0,0,1,51,,1,2,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
13434,1,0,1,56,,1,2,96060,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
11617,1,1,1,55,,1,2,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
3405,1,1,1,54,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
27657,0,1,1,59,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
30282,1,0,1,60,,1,2,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
31716,1,1,1,55,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
26426,1,0,1,51,,1,1,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
30425,1,0,1,46,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
10031,1,1,1,44,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
2988,1,1,1,47,,1,2,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
2989,0,0,1,39,,1,1,84054,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
26414,1,0,0,56,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
19632,1,1,1,47,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
23307,1,1,0,47,,1,1,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
6957,0,0,1,60,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
13300,1,0,1,51,,1,2,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
17364,1,1,1,52,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
4225,1,0,1,57,,1,1,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
25811,1,1,1,45,,1,2,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
4548,1,1,1,64,,1,2,93354,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
2556,1,1,1,66,,1,0,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
27296,1,1,1,41,,1,1,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
23377,0,0,1,38,,1,1,87006,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
15018,1,1,1,44,,1,1,90024,0,18,117041,0.0913,8140,919,0.0756,0.6844,0.124
