id,is_male,is_white,is_police_officer,age,resignation_date,complaint_risk,civilian_allegation_risk,current_salary,major_award_count,in_district,in_district_total_population,in_district_black_proportion,in_district_allegation_count,in_district_police_population,in_district_misconduct_rate,in_district_police_white,in_district_police_female
6328,0,0,1,48,,1,1,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
449,1,0,1,39,,1,1,76266,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
3630,1,1,1,55,,1,1,96060,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
8071,1,0,1,57,,1,1,96060,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
23897,0,0,1,44,,1,1,90024,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
12624,0,1,1,36,,0,0,80016,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
27798,1,0,1,41,,0,0,76266,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
9520,1,0,0,46,,1,2,97440,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
28383,1,1,0,38,,1,2,94122,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
31921,1,0,0,53,,1,1,107988,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
17606,1,0,0,47,,1,2,104628,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21447,0,0,0,60,,1,1,111474,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
12146,1,1,0,51,,1,2,104628,3,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
887,1,0,0,45,,1,2,104628,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
17024,1,1,0,58,,1,1,107988,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
489,1,0,0,53,,1,1,104628,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
8023,1,0,0,52,,1,1,101442,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21283,1,1,0,42,,1,2,101442,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
24525,1,0,0,42,,1,2,101442,3,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
31874,1,1,0,48,,1,1,104628,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22526,1,1,0,51,,1,1,107988,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
31030,1,1,0,42,,1,2,101442,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
27216,1,1,0,56,,1,1,107988,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21094,1,1,0,52,,1,1,107988,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
19021,0,1,0,39,,1,1,101442,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
488,1,0,0,50,,1,1,104628,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
4381,1,1,0,38,,1,2,98184,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
29456,0,0,0,41,,1,1,101442,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
26610,1,1,0,39,,1,1,101442,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
4654,1,1,0,49,,1,1,104628,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
17605,1,0,0,58,,1,1,94524,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21316,1,1,0,59,,1,1,98052,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22141,0,0,1,37,,1,1,88296,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21661,1,1,0,56,,1,2,91338,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
3004,1,1,1,44,,1,2,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
3645,1,0,0,52,,1,1,121464,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
5606,1,1,0,72,,1,0,,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
12048,1,0,0,55,,1,2,121464,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
1075,1,1,0,47,,1,2,117894,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
25307,1,0,1,47,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
7407,1,1,1,38,,1,2,87006,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
31444,1,1,1,57,,1,1,96060,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
31499,0,1,1,56,,1,1,90024,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
442,1,0,0,42,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
1267,1,1,1,48,,1,1,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
7668,0,1,1,30,,0,0,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
5493,1,0,1,41,,1,0,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21486,1,0,1,43,,1,1,84054,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
29439,1,0,1,33,,0,0,76266,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
9429,1,0,1,52,,1,2,93354,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
18828,1,0,1,51,,1,2,87006,3,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
5088,1,0,1,42,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
29434,0,0,1,50,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
25199,1,0,1,45,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
4278,1,0,1,45,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
10341,1,0,1,59,,1,1,96060,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
16355,1,1,1,51,,1,1,93354,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
25124,1,1,1,62,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
16545,1,0,1,58,,1,2,96060,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
9977,1,0,1,56,,1,2,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
14912,1,1,1,55,,1,1,96060,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
27845,1,1,1,55,,1,1,93354,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
6673,0,0,1,41,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22219,1,0,1,45,,1,2,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
31760,1,0,1,54,,1,2,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
882,0,0,1,53,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
1570,1,0,1,41,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
12049,1,0,1,38,,1,1,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
19406,1,0,1,63,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
28602,1,1,0,46,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
27080,1,0,1,39,,0,0,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
11446,1,0,0,49,,1,1,93354,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
16036,0,0,1,53,,1,1,96060,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
23785,1,0,1,57,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
24320,1,0,1,41,,1,1,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
24106,1,0,0,45,,1,2,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
31598,1,0,1,45,,1,2,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
32402,1,1,0,38,,1,2,84054,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
17603,1,0,1,37,,1,1,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
61,1,0,1,49,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
28452,1,1,1,48,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
8564,0,1,1,68,,1,1,83706,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
12050,0,0,1,59,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21285,0,0,1,47,,1,1,90024,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
9333,0,1,1,59,,1,1,96060,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
28598,1,0,1,50,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
8104,1,0,1,70,,1,1,83706,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21284,1,1,1,52,,1,1,93354,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
18807,1,0,1,51,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
20273,1,0,1,42,,1,2,84054,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
4217,1,0,1,49,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22276,1,0,1,54,,1,2,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
16671,1,0,1,51,,1,1,93354,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
25830,0,1,1,32,,1,0,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
10851,1,1,1,60,,1,2,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
16764,1,0,1,56,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
29483,1,0,1,44,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
31076,0,1,1,56,,1,1,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
10055,1,0,1,54,,1,1,93354,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
10342,1,0,1,55,,1,2,96060,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
10654,1,1,1,42,,1,2,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21159,1,0,1,53,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
10346,0,0,1,41,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
19607,1,0,1,60,,1,2,90024,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
23437,1,1,1,54,,1,0,96060,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
14812,1,1,1,36,,1,1,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
9589,1,0,1,38,,1,1,80016,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22675,1,0,1,43,,1,1,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22946,1,1,0,38,,1,2,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
26817,1,1,1,41,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
16694,0,1,1,38,,1,1,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
16716,1,0,1,41,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
3721,1,0,1,40,,1,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
5057,1,1,1,31,,0,0,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
16543,1,0,1,46,,1,1,87006,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21214,1,1,1,39,,1,1,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21620,1,0,1,51,,1,1,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
491,1,0,1,43,,1,1,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
25410,1,0,1,58,,0,1,87006,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
14118,0,1,1,34,,0,0,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
29455,1,0,1,44,,0,0,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
534,1,0,1,34,,0,0,72510,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
30408,1,0,1,38,,0,0,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
2302,1,0,1,41,,0,0,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
20663,1,1,1,36,,0,0,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21369,0,1,1,45,,0,0,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
6259,1,0,1,34,,1,1,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
19587,1,1,1,38,,1,1,84054,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
27693,1,0,1,30,,1,2,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
10344,0,0,1,35,,1,1,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
28179,1,0,1,33,,1,1,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
16935,1,0,1,35,,0,0,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21800,1,0,1,43,,0,0,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
3327,0,1,1,39,,0,0,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
17604,1,1,1,31,,0,0,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21141,1,0,1,38,,0,0,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22576,1,1,1,34,,0,0,80016,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22577,1,1,1,32,,0,0,76266,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
10275,0,0,1,52,,1,1,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
25303,1,0,0,43,,1,1,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
17613,1,0,1,42,,1,2,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
17615,1,0,1,45,,1,2,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
6914,1,1,1,34,,1,2,84054,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
24435,1,0,1,42,,1,1,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
9473,0,0,1,50,,1,1,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
27046,0,0,1,38,,1,1,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
29545,0,0,1,45,,1,1,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
60,1,0,1,44,,1,2,90024,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
10360,1,0,1,45,,1,1,80016,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21690,0,1,0,44,,1,2,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
29594,1,0,1,41,,1,1,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
27677,1,1,0,45,,1,1,90024,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
26865,1,1,0,51,,1,1,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
27611,1,1,0,45,,1,1,101442,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
15273,1,1,0,40,,1,2,101442,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
23691,1,0,1,60,,1,1,96060,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
1860,1,0,1,40,,1,1,84054,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
13978,1,1,0,53,,1,1,107988,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21509,0,1,0,43,,1,1,98184,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
21319,1,0,1,41,,1,1,80016,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
9598,1,0,1,39,,0,0,76266,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
28254,1,1,1,38,,0,0,80016,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
13093,1,0,0,52,,1,2,104628,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
25221,1,0,0,41,,1,2,101442,4,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
8085,1,0,1,50,,0,0,87006,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
31758,1,0,1,37,,1,1,84054,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
9694,1,0,0,52,,1,2,104628,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
27298,1,1,1,34,,1,1,80016,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
9106,0,0,0,48,,1,2,104628,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
25309,0,0,1,38,,0,0,76266,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
17714,0,0,1,51,,1,1,90024,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
4446,1,0,1,36,,0,0,80016,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22677,0,1,0,47,,1,1,104628,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
24433,1,0,1,60,,1,1,96060,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
15710,1,0,0,63,,1,2,104628,2,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22277,1,0,0,43,,1,1,104628,4,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
19608,0,0,0,65,,1,1,107988,0,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
17711,1,0,0,49,,1,2,107988,1,10,123575,0.6182,9760,666,0.1186,0.4565,0.1592
22442,0,1,1,41,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
1571,1,0,0,57,,1,1,104628,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
6788,1,1,0,45,,1,1,104628,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
24985,0,1,1,56,,1,1,96060,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
31578,1,0,0,54,,1,2,107988,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
4430,1,1,1,31,,0,0,72510,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
16442,1,1,1,34,,0,0,72510,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
13863,0,1,1,41,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
12054,1,0,0,44,,1,1,104628,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
3914,0,0,0,49,,1,1,104628,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
15157,0,1,0,58,,1,1,111474,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
492,1,0,1,35,,1,1,80016,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
9585,1,0,1,32,,0,0,76266,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
13094,0,0,1,64,,1,0,83706,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
216,1,1,1,65,,1,1,93354,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
21653,1,1,1,56,,1,1,96060,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
18036,1,1,1,58,,1,1,93354,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
4610,1,0,1,39,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
11158,0,1,1,41,,1,0,80016,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
24874,1,1,1,39,,0,0,80016,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
21681,1,1,1,68,,1,0,83706,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
19529,1,0,1,48,,1,1,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
6237,1,1,0,48,,1,2,101442,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
15164,1,1,1,55,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
16956,1,0,0,53,,1,1,104628,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
18713,1,0,1,35,,1,1,84054,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
4908,0,0,1,60,,1,1,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
18818,0,0,1,41,,0,0,76266,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
7913,1,1,1,34,,0,0,76266,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
10443,1,1,1,53,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
3498,1,1,0,59,,1,1,111474,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
25928,0,1,0,42,,1,1,101442,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
21206,0,1,1,40,,0,0,76266,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
21449,1,0,0,56,,1,1,107988,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
16282,1,1,0,42,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
4146,0,1,1,58,,1,1,93354,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
4187,0,0,1,42,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
18632,1,0,1,34,,0,0,80016,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
14898,1,1,1,36,,0,0,68616,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
13309,1,1,0,47,,1,2,104628,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
18705,0,0,1,49,,0,0,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
26995,1,0,1,45,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
28779,1,0,0,44,,1,1,101442,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
14953,1,1,0,55,,1,1,111474,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
4755,0,1,1,38,,1,1,80016,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
234,1,1,0,38,,0,0,80016,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
27205,1,1,0,39,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
15874,0,1,1,70,,1,1,86130,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
30364,1,1,1,57,,1,1,96060,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
25037,1,1,1,30,,0,0,76266,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
5772,0,1,0,47,,1,1,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
16043,0,1,0,47,,1,2,104628,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
12927,1,0,1,40,,1,1,84054,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
15353,1,1,1,51,,1,1,93354,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
31723,1,1,1,55,,1,1,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
18528,0,1,1,50,,1,1,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
1662,1,0,1,61,,1,2,93354,1,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
11129,1,1,1,50,,1,2,93354,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
30581,1,1,0,55,,1,1,121464,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
5247,0,1,1,40,,1,1,87006,1,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
31607,1,1,1,52,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
5516,1,0,1,34,,1,2,80016,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
3878,0,0,1,55,,1,1,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
8644,1,1,0,38,,1,2,88296,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
4638,1,1,1,57,,1,2,93354,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
1270,0,0,1,55,,1,2,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
5412,1,0,1,44,,1,2,87006,2,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
9583,1,0,1,59,,1,2,93354,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
22285,1,0,1,34,,1,2,80016,1,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
12092,1,0,1,58,,1,1,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
29557,1,1,0,50,,1,2,107988,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
14476,1,1,0,40,,1,2,101442,2,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
32054,0,0,0,47,,1,1,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
28057,0,0,1,39,,1,1,84054,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
29471,1,0,1,62,,1,1,93354,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
29584,1,0,1,41,,1,1,87006,1,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
30131,1,1,1,59,,1,1,96060,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
13415,1,1,0,57,,1,2,121464,2,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
10997,1,1,1,43,,1,1,86142,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
31621,0,1,1,47,,0,0,84054,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
1304,1,1,1,47,,1,2,90024,1,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
13585,1,1,1,45,,1,2,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
14869,0,1,1,51,,1,1,93354,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
2439,1,1,1,54,,1,1,93354,1,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
4463,1,0,1,54,,1,1,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
30562,1,1,1,34,,1,1,80016,1,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
23266,1,0,1,46,,1,2,87006,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
4102,1,1,0,53,,1,1,107988,1,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
15146,1,1,1,33,,0,0,72510,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
25698,1,1,1,55,,1,1,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
24790,1,1,1,52,,1,2,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
21160,1,0,1,56,,1,2,90024,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
27433,1,1,1,67,,1,1,96060,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
9617,0,0,1,54,,1,1,96060,0,9,75235,0.9438,8707,725,0.1596,0.7048,0.1752
